series_id,obs_date,value
GDP_deflator:4380,2003-09-01,150356.3
GDP_deflator:4380,2003-10-01,158347.6
GDP_deflator:4380,2003-11-01,154764.9
GDP_deflator:4380,2003-12-01,149259.1
GDP_deflator:4380,2004-01-01,142455.0
GDP_deflator:4380,2004-02-01,141654.6
GDP_deflator:4380,2004-03-01,160673.9
GDP_deflator:4380,2004-04-01,159113.9
GDP_deflator:4380,2004-05-01,160112.1
GDP_deflator:4380,2004-06-01,162569.0
GDP_deflator:4380,2004-07-01,168216.4
GDP_deflator:4380,2004-08-01,168068.5
GDP_deflator:4380,2004-09-01,168967.4
GDP_deflator:4380,2004-10-01,174390.5
GDP_deflator:4380,2004-11-01,178012.0
GDP_deflator:4380,2004-12-01,173518.0
GDP_deflator:4380,2005-01-01,161646.6
GDP_deflator:4380,2005-02-01,159966.7
GDP_deflator:4380,2005-03-01,178097.1
GDP_deflator:4380,2005-04-01,177918.1
GDP_deflator:4380,2005-05-01,178129.5
GDP_deflator:4380,2005-06-01,179509.8
GDP_deflator:4380,2005-07-01,181673.2
GDP_deflator:4380,2005-08-01,186712.8
GDP_deflator:4380,2005-09-01,184473.1
GDP_deflator:4380,2005-10-01,192948.3
GDP_deflator:4380,2005-11-01,196419.8
GDP_deflator:4380,2005-12-01,193089.5
GDP_deflator:4380,2006-01-01,181707.7
GDP_deflator:4380,2006-02-01,176988.5
GDP_deflator:4380,2006-03-01,195574.3
GDP_deflator:4380,2006-04-01,188585.8
GDP_deflator:4380,2006-05-01,198731.5
GDP_deflator:4380,2006-06-01,194659.5
GDP_deflator:4380,2006-07-01,203488.6
GDP_deflator:4380,2006-08-01,208799.8
GDP_deflator:4380,2006-09-01,205559.3
GDP_deflator:4380,2006-10-01,219035.0
GDP_deflator:4380,2006-11-01,220981.6
GDP_deflator:4380,2006-12-01,215338.3
GDP_deflator:4380,2007-01-01,206662.3
GDP_deflator:4380,2007-02-01,201552.1
GDP_deflator:4380,2007-03-01,223208.6
GDP_deflator:4380,2007-04-01,218931.2
GDP_deflator:4380,2007-05-01,227535.3
GDP_deflator:4380,2007-06-01,224188.2
GDP_deflator:4380,2007-07-01,230916.4
GDP_deflator:4380,2007-08-01,233905.1
GDP_deflator:4380,2007-09-01,227024.4
GDP_deflator:4380,2007-10-01,245688.0
GDP_deflator:4380,2007-11-01,243269.2
GDP_deflator:4380,2007-12-01,237382.1
GDP_deflator:4380,2008-01-01,232824.8
GDP_deflator:4380,2008-02-01,231982.2
GDP_deflator:4380,2008-03-01,247248.3
GDP_deflator:4380,2008-04-01,253194.4
GDP_deflator:4380,2008-05-01,255747.4
GDP_deflator:4380,2008-06-01,260583.4
GDP_deflator:4380,2008-07-01,271290.4
GDP_deflator:4380,2008-08-01,268546.1
GDP_deflator:4380,2008-09-01,272766.1
GDP_deflator:4380,2008-10-01,284913.7
GDP_deflator:4380,2008-11-01,272120.8
GDP_deflator:4380,2008-12-01,258585.6
GDP_deflator:4380,2009-01-01,244784.1
GDP_deflator:4380,2009-02-01,242496.9
GDP_deflator:4380,2009-03-01,268846.1
GDP_deflator:4380,2009-04-01,263434.9
GDP_deflator:4380,2009-05-01,268734.4
GDP_deflator:4380,2009-06-01,271408.2
GDP_deflator:4380,2009-07-01,281453.8
GDP_deflator:4380,2009-08-01,282514.8
GDP_deflator:4380,2009-09-01,288874.7
GDP_deflator:4380,2009-10-01,309141.3
GDP_deflator:4380,2009-11-01,307943.5
GDP_deflator:4380,2009-12-01,303406.8
GDP_deflator:4380,2010-01-01,284387.8
GDP_deflator:4380,2010-02-01,283355.0
GDP_deflator:4380,2010-03-01,318654.6
GDP_deflator:4380,2010-04-01,311649.1
GDP_deflator:4380,2010-05-01,315947.2
GDP_deflator:4380,2010-06-01,316548.7
GDP_deflator:4380,2010-07-01,328892.6
GDP_deflator:4380,2010-08-01,332376.6
GDP_deflator:4380,2010-09-01,336665.5
GDP_deflator:4380,2010-10-01,350938.6
GDP_deflator:4380,2010-11-01,358431.8
GDP_deflator:4380,2010-12-01,347999.4
GDP_deflator:4380,2011-01-01,327592.4
GDP_deflator:4380,2011-02-01,332316.4
GDP_deflator:4380,2011-03-01,356621.8
GDP_deflator:4380,2011-04-01,354607.7
GDP_deflator:4380,2011-05-01,368282.8
GDP_deflator:4380,2011-06-01,363821.7
GDP_deflator:4380,2011-07-01,367341.2
GDP_deflator:4380,2011-08-01,374873.1
GDP_deflator:4380,2011-09-01,370119.9
GDP_deflator:4380,2011-10-01,383767.3
GDP_deflator:4380,2011-11-01,391536.4
GDP_deflator:4380,2011-12-01,385501.2
GDP_deflator:4380,2012-01-01,364188.7
GDP_deflator:4380,2012-02-01,367527.7
GDP_deflator:4380,2012-03-01,397757.8
GDP_deflator:4380,2012-04-01,385882.7
GDP_deflator:4380,2012-05-01,401863.7
GDP_deflator:4380,2012-06-01,395379.2
GDP_deflator:4380,2012-07-01,409024.9
GDP_deflator:4380,2012-08-01,418752.4
GDP_deflator:4380,2012-09-01,402671.5
GDP_deflator:4380,2012-10-01,431399.9
GDP_deflator:4380,2012-11-01,426614.8
GDP_deflator:4380,2012-12-01,413696.7
GDP_deflator:4380,2013-01-01,408895.0
GDP_deflator:4380,2013-02-01,398087.4
GDP_deflator:4380,2013-03-01,434631.2
GDP_deflator:4380,2013-04-01,446508.1
GDP_deflator:4380,2013-05-01,441321.9
GDP_deflator:4380,2013-06-01,434750.0
GDP_deflator:4380,2013-07-01,452593.1
GDP_deflator:4380,2013-08-01,453785.4
GDP_deflator:4380,2013-09-01,447755.6
GDP_deflator:4380,2013-10-01,475721.2
GDP_deflator:4380,2013-11-01,470316.2
GDP_deflator:4380,2013-12-01,467253.9
GDP_deflator:4380,2014-01-01,453273.2
GDP_deflator:4380,2014-02-01,455505.0
GDP_deflator:4380,2014-03-01,477202.9
GDP_deflator:4380,2014-04-01,479729.6
GDP_deflator:4380,2014-05-01,481273.3
GDP_deflator:4380,2014-06-01,461318.9
GDP_deflator:4380,2014-07-01,486873.2
GDP_deflator:4380,2014-08-01,483777.9
GDP_deflator:4380,2014-09-01,491474.3
GDP_deflator:4380,2014-10-01,509077.9
GDP_deflator:4380,2014-11-01,498547.5
GDP_deflator:4380,2014-12-01,500899.3
GDP_deflator:4380,2015-01-01,474529.8
GDP_deflator:4380,2015-02-01,466846.2
GDP_deflator:4380,2015-03-01,515282.6
GDP_deflator:4380,2015-04-01,496750.3
GDP_deflator:4380,2015-05-01,492007.2
GDP_deflator:4380,2015-06-01,491212.3
GDP_deflator:4380,2015-07-01,507224.4
GDP_deflator:4380,2015-08-01,501092.9
GDP_deflator:4380,2015-09-01,499911.0
GDP_deflator:4380,2015-10-01,520504.9
GDP_deflator:4380,2015-11-01,513593.7
GDP_deflator:4380,2015-12-01,516831.7
GDP_deflator:4380,2016-01-01,482312.4
GDP_deflator:4380,2016-02-01,490005.4
GDP_deflator:4380,2016-03-01,527981.1
GDP_deflator:4380,2016-04-01,520514.5
GDP_deflator:4380,2016-05-01,516225.3
GDP_deflator:4380,2016-06-01,522310.4
GDP_deflator:4380,2016-07-01,522244.2
GDP_deflator:4380,2016-08-01,530379.4
GDP_deflator:4380,2016-09-01,524546.8
GDP_deflator:4380,2016-10-01,539142.6
GDP_deflator:4380,2016-11-01,545369.3
GDP_deflator:4380,2016-12-01,548296.5
GDP_deflator:4380,2017-01-01,514606.7
GDP_deflator:4380,2017-02-01,510331.4
GDP_deflator:4380,2017-03-01,560735.3
GDP_deflator:4380,2017-04-01,537212.6
GDP_deflator:4380,2017-05-01,550228.4
GDP_deflator:4380,2017-06-01,543288.6
GDP_deflator:4380,2017-07-01,548546.4
GDP_deflator:4380,2017-08-01,556040.1
GDP_deflator:4380,2017-09-01,544048.8
GDP_deflator:4380,2017-10-01,568311.3
GDP_deflator:4380,2017-11-01,573531.3
GDP_deflator:4380,2017-12-01,578598.2
GDP_deflator:4380,2018-01-01,552909.3
GDP_deflator:4380,2018-02-01,539594.3
GDP_deflator:4380,2018-03-01,589579.6
GDP_deflator:4380,2018-04-01,586996.3
GDP_deflator:4380,2018-05-01,561996.7
GDP_deflator:4380,2018-06-01,585106.0
GDP_deflator:4380,2018-07-01,592655.3
GDP_deflator:4380,2018-08-01,598950.8
GDP_deflator:4380,2018-09-01,576249.6
GDP_deflator:4380,2018-10-01,611739.6
GDP_deflator:4380,2018-11-01,607006.6
GDP_deflator:4380,2018-12-01,601357.1
GDP_deflator:4380,2019-01-01,578633.9
GDP_deflator:4380,2019-02-01,576752.6
GDP_deflator:4380,2019-03-01,602167.0
GDP_deflator:4380,2019-04-01,613054.4
GDP_deflator:4380,2019-05-01,616084.6
GDP_deflator:4380,2019-06-01,597622.2
GDP_deflator:4380,2019-07-01,632358.3
GDP_deflator:4380,2019-08-01,630508.2
GDP_deflator:4380,2019-09-01,617743.7
GDP_deflator:4380,2019-10-01,648807.2
GDP_deflator:4380,2019-11-01,637204.1
GDP_deflator:4380,2019-12-01,638194.7
GDP_deflator:4380,2020-01-01,614606.3
GDP_deflator:4380,2020-02-01,618358.0
GDP_deflator:4380,2020-03-01,635130.3
GDP_deflator:4380,2020-04-01,568319.7
GDP_deflator:4380,2020-05-01,576520.7
GDP_deflator:4380,2020-06-01,607883.2
GDP_deflator:4380,2020-07-01,644344.5
GDP_deflator:4380,2020-08-01,637203.8
GDP_deflator:4380,2020-09-01,647775.1
GDP_deflator:4380,2020-10-01,673801.3
GDP_deflator:4380,2020-11-01,679288.9
GDP_deflator:4380,2020-12-01,706365.2
GDP_deflator:4380,2021-01-01,679409.4
GDP_deflator:4380,2021-02-01,707069.5
GDP_deflator:4380,2021-03-01,770191.2
GDP_deflator:4380,2021-04-01,737988.7
GDP_deflator:4380,2021-05-01,731115.9
GDP_deflator:4380,2021-06-01,734534.2
GDP_deflator:4380,2021-07-01,765786.9
GDP_deflator:4380,2021-08-01,767702.0
GDP_deflator:4380,2021-09-01,762362.1
GDP_deflator:4380,2021-10-01,772087.9
GDP_deflator:4380,2021-11-01,787850.1
GDP_deflator:4380,2021-12-01,796044.0
GDP_deflator:4380,2022-01-01,723260.5
GDP_deflator:4380,2022-02-01,753542.5
GDP_deflator:4380,2022-03-01,842725.1
GDP_deflator:4380,2022-04-01,832197.8
GDP_deflator:4380,2022-05-01,841737.2
GDP_deflator:4380,2022-06-01,843546.5
GDP_deflator:4380,2022-07-01,869411.0
GDP_deflator:4380,2022-08-01,873994.8
GDP_deflator:4380,2022-09-01,857776.1
GDP_deflator:4380,2022-10-01,880550.0
GDP_deflator:4380,2022-11-01,880387.4
GDP_deflator:4380,2022-12-01,880547.8
GDP_deflator:4380,2023-01-01,810841.1
GDP_deflator:4380,2023-02-01,830155.9
GDP_deflator:4380,2023-03-01,940021.0
GDP_deflator:4380,2023-04-01,909801.1
GDP_deflator:4380,2023-05-01,912193.2
GDP_deflator:4380,2023-06-01,905585.6
GDP_deflator:4380,2023-07-01,921529.8
GDP_deflator:4380,2023-08-01,932554.5
GDP_deflator:4380,2023-09-01,915361.1
GDP_deflator:4380,2023-10-01,952989.6
GDP_deflator:4380,2023-11-01,961495.8
GDP_deflator:4380,2023-12-01,950815.9
GDP_deflator:4380,2024-01-01,891626.6
GDP_deflator:4380,2024-02-01,903105.5
GDP_deflator:4380,2024-03-01,970100.6
GDP_deflator:4380,2024-04-01,992857.4
GDP_deflator:4380,2024-05-01,966064.2
GDP_deflator:4380,2024-06-01,975837.1
GDP_deflator:4380,2024-07-01,1018482.3
GDP_deflator:4380,2024-08-01,1003928.7
GDP_deflator:4380,2024-09-01,993525.0
GDP_deflator:4380,2024-10-01,1045166.2
GDP_deflator:4380,2024-11-01,1019172.0
GDP_deflator:4380,2024-12-01,999385.1
GDP_deflator:4380,2025-01-01,958031.8
GDP_deflator:4380,2025-02-01,994471.8
GDP_deflator:4380,2025-03-01,1072219.3
GDP_deflator:4380,2025-04-01,1087267.8
GDP_deflator:4380,2025-05-01,1062310.7
GDP_deflator:4380,2025-06-01,1050766.5
GDP_deflator:4380,2025-07-01,1094702.4
GDP_deflator:4380,2025-08-01,1065850.0
GDP_deflator:4380,2025-09-01,1075155.2
GDP_deflator:4380,2025-10-01,1110383.0
GDP_deflator:4380,2025-11-01,1083908.6
GDP_deflator:4380,2025-12-01,1083498.5
GDP_deflator:4380,2026-01-01,1022664.3
GDP_deflator:4380,2026-02-01,1042366.2
GDP_deflator:4380,2026-03-01,1158604.9
GDP_deflator:4380,2026-04-01,1143880.5
GDP_deflator:4380,2026-05-01,1137582.2
GDP_deflator:4380,2026-06-01,1135083.0
